fecha,promedio_normalizado,indice_cti,Data,Temporalidad
2016-10-06,-0.642027997673631,99.3579720023264,Medios,Diario
2016-10-07,-0.306997999527612,99.6930020004724,Medios,Diario
2016-10-08,-0.111687459166593,99.8883125408334,Medios,Diario
2016-10-09,-0.0272984986787867,99.9727015013212,Medios,Diario
2016-10-10,-0.0947209782883482,99.9052790217117,Medios,Diario
2016-10-11,-0.437535647522755,99.5624643524773,Medios,Diario
2016-10-12,-0.713831806857296,99.2861681931427,Medios,Diario
2016-10-13,-0.392302041880106,99.6076979581199,Medios,Diario
2016-10-14,-0.893120913064149,99.1068790869359,Medios,Diario
2016-10-15,-0.640621940136816,99.3593780598632,Medios,Diario
2016-10-16,0.10158366595879,100.101583665959,Medios,Diario
2016-10-17,-0.157540741626901,99.8424592583731,Medios,Diario
2016-10-18,-0.354305331063252,99.6456946689367,Medios,Diario
2016-10-19,-0.193271323952395,99.8067286760476,Medios,Diario
2016-10-20,-0.626898882563623,99.3731011174364,Medios,Diario
2016-10-21,-0.855426817856396,99.1445731821436,Medios,Diario
2016-10-22,-0.412995955412379,99.5870040445876,Medios,Diario
2016-10-23,-0.841005424484128,99.1589945755159,Medios,Diario
2016-10-24,-0.910862004981671,99.0891379950183,Medios,Diario
2016-10-25,-0.51575751523594,99.4842424847641,Medios,Diario
2016-10-26,-0.454479470940733,99.5455205290593,Medios,Diario
